Stock_ID,YEAR,OWN,FORN,BIG4,SIZE,LEV,CUR,GRW,ROA,ROE,CFO,PPE,AGE,INVREC,MB,TQ,LOSS
10001,2012,0.55417871,0.16865933,1.0,27.28463745,0.52525109,7.48357677,0.63822508,0.02638837,-0.15252516,0.1164969,0.26039144,3.41340399,0.47425085,4.16695547,2.83040357,0.0
10001,2013,0.54659051,0.14576884,1.0,27.18757439,0.52246976,7.07496405,0.61089337,0.00608147,-0.13237484,0.11000419,0.23878753,3.39451861,0.4905943,4.51842356,2.9130249,0.0
10001,2014,0.52604741,0.14400898,1.0,27.15163994,0.51721525,6.90762138,0.61863405,0.00408263,-0.11773042,0.09597282,0.23561704,3.42776632,0.49018419,4.98795748,2.8388927,0.0
10001,2015,0.50734293,0.15583518,1.0,27.18879128,0.51378685,6.74168682,0.63190758,0.02387097,-0.14045717,0.08947356,0.241365,3.48449802,0.4785476,4.97513103,2.7711699,0.0
10001,2016,0.50182909,0.17137955,1.0,27.17548943,0.51050746,6.61156416,0.65372604,0.04987967,-0.19335783,0.0866223,0.24042997,3.53951097,0.4613806,4.49174452,2.78481221,0.0
10001,2017,0.49577177,0.18639995,1.0,27.04894257,0.50918925,6.58782911,0.67907995,0.0526254,-0.26761338,0.07939511,0.22834715,3.52596259,0.44228521,4.02123213,2.76762462,0.0
10001,2018,0.4966915,0.18092841,1.0,26.91902161,0.50421274,6.57864761,0.68268722,0.04366805,-0.28753111,0.08518011,0.21305613,3.48324251,0.43365568,3.77058506,2.7340219,0.0
10001,2019,0.49514487,0.17172685,0.0,26.78099442,0.49606007,7.11343002,0.67647398,0.03535197,-0.21049181,0.09322999,0.20566989,3.44590235,0.4452751,4.07948303,2.70799589,0.0
10001,2020,0.50503051,0.16825633,0.0,26.77044106,0.49016458,7.46034431,0.64835501,0.03914823,-0.13657454,0.09772284,0.21209638,3.47957563,0.45207143,4.56869936,2.64002562,0.0
10001,2021,0.52958024,0.16640522,0.0,27.04582405,0.48890632,7.23693419,0.65055662,0.06691712,-0.11720345,0.1030287,0.22827278,3.55257201,0.44751212,4.82601738,2.56553912,0.0
10001,2022,0.55195111,0.17018116,0.0,27.33649445,0.4889994,6.81212187,0.68854779,0.09198752,-0.13184837,0.11073416,0.24386193,3.60604548,0.43473354,4.73910189,2.58043218,0.0
10001,2023,0.57092929,0.17557395,1.0,27.48975372,0.49612126,6.51752377,0.76129442,0.09609685,-0.1793955,0.11506731,0.24139331,3.59549785,0.41437519,4.53299618,2.58602619,0.0
10002,2011,0.56880742,0.20516045,1.0,26.87752724,0.46656403,7.63414049,0.64085764,0.03362915,0.04157416,0.10669211,0.24515969,3.63254523,0.39787683,3.68068433,2.55028701,0.0
10002,2012,0.57016724,0.1941137,1.0,26.91635323,0.46171406,7.48896456,0.65149856,0.02382703,0.05360808,0.10589857,0.23276758,3.61142588,0.40260684,3.62619901,2.56782413,0.0
10002,2013,0.55738813,0.18292031,1.0,26.88557243,0.46291655,7.37431383,0.67151767,0.00800797,0.06682859,0.10059549,0.21849366,3.61701894,0.40738875,3.81519008,2.56663203,0.0
10002,2014,0.54247987,0.18470339,1.0,26.88546944,0.46470094,7.24653244,0.67166382,0.00801626,0.05572143,0.09357599,0.2137136,3.63855314,0.40700781,4.03262472,2.56995177,0.0
10002,2015,0.53232735,0.19212808,1.0,26.86985779,0.46746042,7.08071041,0.67728776,0.02659156,0.02278101,0.08896832,0.21466215,3.66053557,0.40284729,4.0453887,2.55313873,0.0
10002,2016,0.53245032,0.19999067,1.0,26.88069725,0.46584651,6.99619627,0.69864243,0.04593562,-0.02247441,0.08809114,0.21289337,3.68757582,0.39038137,3.83204651,2.54752016,0.0
10002,2017,0.52974558,0.20913193,1.0,26.81982422,0.46415392,6.99497509,0.71341515,0.05138699,-0.07485659,0.0840392,0.20645502,3.68002462,0.37559128,3.53417063,2.58958602,0.0
10002,2018,0.53172648,0.21829771,1.0,26.83237076,0.46097332,7.03316832,0.71838295,0.04467931,-0.09239814,0.08589013,0.20054439,3.64153624,0.37108365,3.38382888,2.6240027,0.0
10002,2019,0.53900886,0.22246149,1.0,26.85009193,0.45581487,7.28294563,0.71180707,0.03344598,-0.06492592,0.09176446,0.20122308,3.60290527,0.37538144,3.54800057,2.60658073,0.0
10002,2020,0.54689938,0.21894446,0.0,26.89307594,0.45233947,7.34833145,0.68767846,0.03537407,-0.01642939,0.10021627,0.20713972,3.62060452,0.38216242,3.84201407,2.58746958,0.0
10002,2021,0.56330305,0.21378477,0.0,26.96982956,0.45353246,7.11235666,0.67372173,0.0534125,0.00645315,0.10150052,0.21508761,3.66747332,0.38562766,4.07724094,2.53223348,0.0
10002,2022,0.5869447,0.20057519,1.0,27.08650398,0.45364347,6.71659279,0.69220442,0.07673459,0.00749911,0.10661863,0.21953712,3.71378613,0.37247989,3.96203041,2.49170566,0.0
10002,2023,0.59977537,0.18831666,1.0,27.11924744,0.45957497,6.33355618,0.73523182,0.08195582,-0.00790856,0.11139933,0.21476954,3.71857381,0.35330459,3.77697778,2.46562481,0.0
10003,2011,0.65490204,0.15668125,1.0,27.47156143,0.4450101,7.5375061,0.614483,0.07894848,0.06363966,0.12608208,0.19340101,3.90833902,0.34821656,3.04083014,2.35419202,0.0
10003,2012,0.66223204,0.15439951,1.0,27.49964905,0.4414205,7.54857969,0.61379284,0.07237864,0.06755283,0.12343826,0.185574,3.90958858,0.35427055,3.01069307,2.37262321,0.0
10003,2013,0.66186661,0.14864577,1.0,27.50204659,0.43871465,7.47066259,0.61795539,0.06671076,0.07022985,0.12090442,0.17819291,3.91227818,0.35529122,3.08453846,2.35036278,0.0
10003,2014,0.6564737,0.14594187,1.0,27.52088165,0.43508372,7.38204432,0.61843747,0.07217495,0.06556101,0.11868624,0.17597778,3.9187355,0.35334286,3.18289208,2.31652355,0.0
10003,2015,0.64735985,0.14742015,1.0,27.50658035,0.43353951,7.30880785,0.62097722,0.08064299,0.05399289,0.11658844,0.17807736,3.92548585,0.35040453,3.22120786,2.29967284,0.0
10003,2016,0.64366436,0.15149173,1.0,27.47641563,0.43214741,7.29099035,0.63163269,0.08775998,0.0317913,0.11574963,0.17819788,3.93452048,0.34339771,3.10293388,2.30134559,0.0
10003,2017,0.64355886,0.15636764,1.0,27.44565392,0.43216309,7.34890842,0.64396614,0.08748682,0.01158669,0.11483564,0.17414925,3.93252659,0.33534315,2.95032048,2.32632661,0.0
10003,2018,0.64703166,0.15868609,1.0,27.41150856,0.42969596,7.50784969,0.64742488,0.08461305,0.00829584,0.11434937,0.16940731,3.91922951,0.33324435,2.87961912,2.35148001,0.0
10003,2019,0.64796758,0.15523969,0.0,27.3921833,0.42660794,7.69527912,0.63776112,0.08193358,0.03019997,0.11892933,0.16774829,3.9025259,0.33380648,2.95105457,2.33883667,0.0
10003,2020,0.64886117,0.1497786,0.0,27.41195297,0.42139676,7.78286314,0.61464936,0.08669228,0.05257648,0.12233429,0.16936193,3.89777446,0.33928698,3.06824517,2.31390357,0.0
10003,2021,0.65034127,0.14631268,0.0,27.50446701,0.41956806,7.59556484,0.6052472,0.09650191,0.06141459,0.12749772,0.17455527,3.90800643,0.34131688,3.17031527,2.30098653,0.0
10003,2022,0.65764886,0.14609011,0.0,27.58992386,0.42055774,7.37807274,0.6165756,0.10448332,0.05528768,0.12993336,0.17948695,3.91619539,0.33960247,3.18313646,2.28921437,0.0
10003,2023,0.66381907,0.14956556,0.0,27.65051842,0.42493927,7.2282567,0.64394891,0.10473488,0.03677883,0.130979,0.17873016,3.91609025,0.33356172,3.1116066,2.29285359,0.0
10004,2011,0.64982259,0.14771353,1.0,27.97088051,0.48370901,8.03012371,0.58279979,0.09549703,0.18549685,0.17245907,0.27779385,3.36800933,0.37485251,3.56590748,2.9262867,0.0
10004,2012,0.65636969,0.14240189,1.0,28.09617424,0.48254845,7.91992283,0.60484082,0.08975057,0.18979979,0.16823497,0.256419,3.3269918,0.38170058,3.46968961,3.07027626,0.0
10004,2013,0.65095711,0.13594574,1.0,28.09545326,0.48435003,7.64935207,0.62136644,0.08238117,0.1878667,0.16326803,0.2370465,3.33796167,0.38304731,3.5132935,3.16074753,0.0
10004,2014,0.63552403,0.13675869,1.0,28.02833366,0.48627982,7.3804121,0.63597274,0.08501471,0.1740445,0.16130392,0.23190506,3.38438416,0.37597951,3.71415877,3.10015154,0.0
10004,2015,0.62535203,0.14941736,1.0,27.95614433,0.48842874,7.38643551,0.63388729,0.09702092,0.14757921,0.15638354,0.23897296,3.43443775,0.37108272,3.6859982,3.03467369,0.0
10004,2016,0.62285864,0.16540402,1.0,27.92287636,0.48956403,7.57478762,0.64431244,0.10875453,0.10582576,0.14956468,0.24656636,3.48148441,0.36264631,3.45820737,3.01404715,0.0
10004,2017,0.62499988,0.17457467,1.0,27.88145256,0.48628417,7.79753876,0.65976334,0.11170593,0.06101885,0.14286232,0.24319679,3.49437404,0.35240647,3.23101187,3.03629422,0.0
10004,2018,0.63075072,0.1803764,1.0,27.84004021,0.48199421,8.07991314,0.66079313,0.1026315,0.04172521,0.14213639,0.23389971,3.46164179,0.34879756,3.19460344,3.12783837,0.0
10004,2019,0.63296068,0.18721887,1.0,27.78894615,0.47792575,8.46529388,0.65244389,0.09024645,0.06376271,0.14547493,0.23012273,3.42832685,0.3514078,3.49174953,3.18615603,0.0
10004,2020,0.63625234,0.18943293,1.0,27.83642197,0.47103295,8.49052334,0.65783298,0.09126224,0.08191484,0.15341061,0.23082975,3.45842862,0.34730777,3.85770822,3.12221837,0.0
10004,2021,0.64601421,0.17853804,1.0,27.97875786,0.46735811,8.06376362,0.65520871,0.11085252,0.09410538,0.16487609,0.23886967,3.5193603,0.34016246,3.92434764,3.02373457,0.0
10004,2022,0.65660238,0.17277399,1.0,28.06486702,0.4678258,7.88540649,0.67899698,0.12761477,0.09716883,0.16992484,0.24565934,3.55352211,0.33302376,3.76324821,2.93311381,0.0
10004,2023,0.66869652,0.16739345,1.0,28.16838074,0.46834582,7.86153746,0.71684355,0.13183162,0.09205259,0.17336635,0.24220935,3.54944086,0.3225995,3.51994133,2.85108042,0.0
10005,2011,0.61253738,0.16223481,1.0,27.16144753,0.48695633,7.80407238,0.59796709,0.03815617,0.02368046,0.12625508,0.22522898,3.63686895,0.36447138,3.27510643,2.56931019,0.0
10005,2012,0.6166451,0.15778983,1.0,27.18755913,0.48400852,7.84016228,0.60938984,0.02905044,0.01872093,0.12411173,0.21694489,3.63950348,0.36816376,3.2949338,2.5895052,0.0
10005,2013,0.61086464,0.15179819,1.0,27.20143509,0.4804309,7.7537322,0.62085545,0.02484287,0.01605938,0.11943429,0.20723623,3.64947796,0.37090775,3.3957274,2.58790159,0.0
10005,2014,0.60058081,0.14895651,1.0,27.18990707,0.47689173,7.62305832,0.61609769,0.03047569,0.01213469,0.11533199,0.2052252,3.65852451,0.37225804,3.52696753,2.57133603,0.0
10005,2015,0.59207028,0.15063947,0.0,27.17809486,0.47267669,7.47741938,0.60952955,0.04068046,-0.00034542,0.11139389,0.20722473,3.66957808,0.36991984,3.56638718,2.54311991,0.0
10005,2016,0.59038293,0.15527721,0.0,27.1586895,0.47076151,7.40331078,0.60991085,0.0491687,-0.02123342,0.10852528,0.20751394,3.67666817,0.36175215,3.43767452,2.5318892,0.0
10005,2017,0.59006935,0.16152743,0.0,27.12162018,0.47219974,7.41217375,0.62354147,0.04831913,-0.04670786,0.10607831,0.20265841,3.66503882,0.35215548,3.2931757,2.54057598,0.0
10005,2018,0.5911783,0.16541068,0.0,27.09372711,0.4732005,7.56791449,0.6416474,0.04104031,-0.0503084,0.10777401,0.19784789,3.64534497,0.34790379,3.22068048,2.57898211,0.0
10005,2019,0.59447378,0.16483442,0.0,27.06421661,0.47029546,7.80444241,0.64257276,0.03742029,-0.03013634,0.10988432,0.19479598,3.62612319,0.34998506,3.29653168,2.58485413,0.0
10005,2020,0.59835219,0.16397135,0.0,27.07563591,0.46516132,7.92684603,0.61747235,0.04484387,-0.0027816,0.11295146,0.19869183,3.62483144,0.35630503,3.44776917,2.57141709,0.0
10005,2021,0.60547048,0.15967885,0.0,27.1621418,0.46000347,7.70209503,0.59542614,0.06087902,0.01559833,0.11739936,0.20662287,3.64078283,0.3621113,3.57908893,2.53200221,0.0
10005,2022,0.61924511,0.15451755,0.0,27.27879524,0.45767188,7.31479073,0.59974557,0.07597126,0.01371692,0.12130983,0.21267104,3.65584731,0.36046961,3.5929637,2.50215197,0.0
10005,2023,0.62709749,0.15349242,0.0,27.34269524,0.46230498,7.06975651,0.62994933,0.07644543,-0.00674593,0.12393687,0.21167482,3.65483809,0.35311612,3.50238323,2.51233339,0.0
10006,2011,0.55257994,0.18628208,1.0,26.86733055,0.48839527,7.47572803,0.71478945,0.09607171,0.10002714,0.10178199,0.18930905,3.66753745,0.44903311,3.86181235,3.16320753,0.0
10006,2012,0.55094385,0.17866436,1.0,26.8717041,0.48762146,7.3364234,0.71580839,0.09483688,0.1066153,0.0959487,0.17792466,3.62957382,0.45881021,3.88989568,3.2628386,0.0
10006,2013,0.5439859,0.16630828,1.0,26.79566383,0.48928455,7.17615414,0.70730495,0.09032825,0.11509872,0.08978448,0.16631545,3.61862278,0.46112329,3.99833536,3.31930709,0.0
10006,2014,0.53959292,0.15972179,1.0,26.7624855,0.49222076,7.01339149,0.70197535,0.09569338,0.10907363,0.0875432,0.16352767,3.64495659,0.45420754,4.03271055,3.28294039,0.0
10006,2015,0.53699028,0.16549905,1.0,26.77135277,0.49150863,7.05003691,0.71008331,0.10280719,0.09071565,0.08792793,0.16626541,3.68877649,0.44466531,3.98116159,3.2224915,0.0
10006,2016,0.53894717,0.176328,1.0,26.79362679,0.49021456,7.22180605,0.72859925,0.11004398,0.06248188,0.08799917,0.16914499,3.72812486,0.43598235,3.79802227,3.1935091,0.0
10006,2017,0.53738379,0.18596628,1.0,26.79405212,0.48804498,7.31515932,0.74823976,0.11433952,0.0302024,0.08289262,0.16734441,3.73884773,0.43184984,3.5975163,3.24683118,0.0
10006,2018,0.53559417,0.18955991,1.0,26.74274635,0.48486391,7.32398176,0.74511188,0.11567784,0.01236906,0.07398747,0.15991732,3.723773,0.43537515,3.52822948,3.35011339,0.0
10006,2019,0.53526014,0.18594357,1.0,26.69544411,0.48202097,7.26658058,0.71306705,0.11739269,0.02647517,0.07466574,0.15528248,3.7069602,0.43964645,3.58099365,3.44888234,0.0
10006,2020,0.54252505,0.17873554,1.0,26.68300629,0.48149246,7.15560913,0.68217087,0.12048849,0.05273572,0.07999656,0.15757318,3.71895695,0.43800846,3.72568321,3.3908968,0.0
10006,2021,0.55348456,0.17454831,1.0,26.76127625,0.47884184,7.15331507,0.6852569,0.12526639,0.06811377,0.08681127,0.16327065,3.75266957,0.42874873,3.85394526,3.25189924,0.0
10006,2022,0.56558651,0.17413543,1.0,26.86630058,0.47589907,7.26536369,0.72300899,0.1295996,0.06589497,0.09453134,0.16957085,3.77592397,0.41501015,3.78232598,3.13504934,0.0
10006,2023,0.56798214,0.17361471,1.0,26.89142036,0.47875947,7.22708035,0.76764369,0.12998985,0.04842976,0.09706592,0.16930985,3.77833986,0.40170425,3.65993524,3.09521961,0.0
10007,2011,0.64673918,0.13578896,1.0,27.78993416,0.46905017,7.87705564,0.64973336,0.09042545,0.06028714,0.14777622,0.21482784,3.69598126,0.3489399,3.00122333,2.67289853,0.0
10007,2012,0.65257627,0.13208877,1.0,27.8384304,0.46436921,7.81875277,0.64938021,0.08667575,0.06053192,0.14377603,0.20531312,3.68777323,0.3564499,2.99402499,2.7299633,0.0
10007,2013,0.65092909,0.12697224,1.0,27.83061409,0.46327177,7.69091034,0.64784002,0.08373245,0.05429318,0.14012483,0.19814481,3.68873692,0.35990119,3.09136415,2.75912714,0.0
10007,2014,0.64579678,0.1251408,1.0,27.80017853,0.46117017,7.53479242,0.64881694,0.08609767,0.04680951,0.13786006,0.1977272,3.69391394,0.35915554,3.24435687,2.7245822,0.0
10007,2015,0.63957095,0.12683152,1.0,27.77384758,0.45904726,7.4255209,0.65353906,0.09264708,0.03379354,0.1356225,0.19944647,3.70732999,0.35434008,3.27230501,2.67906237,0.0
10007,2016,0.64020497,0.13220711,1.0,27.7698288,0.45731547,7.41010475,0.66694397,0.09938818,0.01114859,0.13272664,0.20043556,3.72848749,0.34637362,3.14505959,2.64910746,0.0
10007,2017,0.64063579,0.1366345,1.0,27.75935173,0.45621553,7.52722502,0.68308485,0.09987866,-0.01177188,0.13210887,0.19740334,3.73257113,0.33885568,3.00899243,2.66499949,0.0
10007,2018,0.64508468,0.13791597,1.0,27.73114395,0.45587972,7.72953987,0.68166751,0.0963091,-0.01470389,0.13380492,0.19355109,3.71636939,0.33670273,2.96506453,2.70112753,0.0
10007,2019,0.6472261,0.13661562,0.0,27.69067383,0.45492989,7.98012066,0.6693728,0.09232192,-0.00081314,0.13728143,0.19137435,3.68885159,0.33702484,3.0582757,2.7138865,0.0
10007,2020,0.647717,0.13449177,0.0,27.69773483,0.45296779,8.00773907,0.65229583,0.0944735,0.01864945,0.14026925,0.19287404,3.69131398,0.33912587,3.21256542,2.69558525,0.0
10007,2021,0.65181655,0.1310674,0.0,27.76394272,0.44876236,7.82817888,0.64012307,0.10445248,0.02960779,0.14272612,0.19788668,3.70871735,0.34046999,3.30678487,2.6479311,0.0
10007,2022,0.66009456,0.12955548,0.0,27.86719322,0.44676596,7.52708244,0.64756346,0.11448228,0.0260034,0.143797,0.20080696,3.72782302,0.3380301,3.24681735,2.60681391,0.0
10007,2023,0.66349727,0.13094074,1.0,27.92744827,0.44854978,7.37700891,0.67770368,0.11542071,0.01403379,0.14329849,0.19801879,3.72771907,0.33457002,3.13457847,2.59530044,0.0
10008,2011,0.55418706,0.17080937,1.0,27.18969727,0.50501329,7.70031548,0.70144409,0.0607402,0.02771333,0.12396271,0.28026715,3.28798175,0.40244433,3.7162559,3.60148644,0.0
10008,2012,0.55740583,0.1553873,1.0,27.24917984,0.50180763,7.52612305,0.71219224,0.05613482,0.02920325,0.12396085,0.26588437,3.22865343,0.40880939,3.74494529,3.70922995,0.0
10008,2013,0.54762763,0.14367373,1.0,27.27048111,0.50208449,7.29718447,0.73049819,0.04674229,0.03230533,0.12258717,0.25224903,3.20986772,0.41363099,3.85533071,3.81951642,0.0
10008,2014,0.52651656,0.14425361,1.0,27.19280434,0.50102615,7.0775528,0.73989737,0.04432875,0.02277534,0.11552557,0.24620688,3.25426555,0.41142097,4.0588336,3.78027678,0.0
10008,2015,0.5088346,0.15311208,1.0,27.12190437,0.50007141,6.85778475,0.74810362,0.05509592,-0.01003566,0.10674482,0.24623892,3.32858109,0.40306336,4.05056238,3.68015361,0.0
10008,2016,0.50442451,0.16404898,1.0,27.07839394,0.50096619,6.71870327,0.76948649,0.06798029,-0.05986993,0.10132144,0.24713893,3.37322044,0.38948321,3.81819057,3.64284325,0.0
10008,2017,0.50747484,0.17506368,1.0,27.07172012,0.50455809,6.71044588,0.7877661,0.071368,-0.12082139,0.09627588,0.2438454,3.35238814,0.37751248,3.55629635,3.68438816,0.0
10008,2018,0.5096091,0.18075517,1.0,27.04916763,0.5051561,6.89644909,0.79261136,0.06378527,-0.14359939,0.09671777,0.23797676,3.28371191,0.3776103,3.55920339,3.76672125,0.0
10008,2019,0.51759535,0.18076611,1.0,27.02612877,0.50249338,7.12375307,0.76448637,0.05525254,-0.11565823,0.10549649,0.23536207,3.2369616,0.38152575,3.77752781,3.83768868,0.0
10008,2020,0.52572876,0.17555425,1.0,26.99685287,0.49855,7.09982204,0.72554266,0.05687165,-0.06456496,0.11164266,0.23783182,3.25331664,0.39036644,4.0915432,3.83157611,0.0
10008,2021,0.54007727,0.16956083,1.0,27.10033035,0.49490723,6.54117203,0.71068203,0.08010822,-0.04023455,0.11601659,0.2416023,3.33689189,0.39104241,4.17406559,3.76727247,0.0
10008,2022,0.56573462,0.16174826,1.0,27.28001022,0.49249908,6.10251617,0.747841,0.10419575,-0.03424565,0.11953292,0.24505255,3.3927846,0.38175732,3.9824903,3.65283084,0.0
10008,2023,0.5809586,0.15375507,1.0,27.38838387,0.49719894,5.96716356,0.81197226,0.10980248,-0.05207555,0.12083009,0.24043289,3.39111638,0.36733818,3.80171442,3.58224726,0.0
10009,2011,0.62700808,0.18688698,1.0,27.31454468,0.47642425,6.72282124,0.63695359,0.09824208,0.01404117,0.12787378,0.21259356,3.73894119,0.35845494,3.13209271,2.93123794,0.0
10009,2012,0.63007706,0.18378966,1.0,27.31937981,0.47790867,6.64992857,0.64984888,0.09362289,0.00914797,0.12739336,0.20524582,3.72212434,0.36083904,3.11633015,2.98103595,0.0
10009,2013,0.62726301,0.17459317,1.0,27.31015968,0.47677588,6.51996374,0.65019506,0.09021153,0.0108028,0.12674771,0.19890632,3.70363808,0.36320448,3.23533082,3.01625705,0.0
10009,2014,0.61816794,0.16630752,1.0,27.28766251,0.47155064,6.36646748,0.64209384,0.09476949,0.01043487,0.12333106,0.1974057,3.69918108,0.36639997,3.41286826,2.99379706,0.0
10009,2015,0.6125229,0.16484703,1.0,27.28393555,0.46655577,6.14942598,0.63930637,0.10554205,0.00033554,0.11878424,0.1971714,3.72637224,0.36483264,3.41012335,2.93695545,0.0
10009,2016,0.60988921,0.17055699,1.0,27.26874161,0.46462104,6.06131411,0.64985102,0.11269324,-0.02569175,0.11326052,0.19421251,3.75304747,0.35643154,3.22620821,2.92311692,0.0
10009,2017,0.60844511,0.17948586,1.0,27.25894356,0.46548373,6.05685186,0.65933293,0.11084237,-0.04989608,0.10857851,0.18935625,3.75161767,0.3499468,3.05528188,2.94078255,0.0
10009,2018,0.6109491,0.18298644,0.0,27.28233147,0.46372047,6.11826706,0.66839916,0.10782633,-0.0576305,0.11000202,0.18492959,3.73375154,0.34725094,2.97667742,2.98458838,0.0
10009,2019,0.61105204,0.18158825,0.0,27.26114273,0.46162662,6.30933475,0.65314811,0.10512662,-0.03819117,0.11646585,0.18525699,3.71033716,0.34766129,3.1177032,3.01952434,0.0
10009,2020,0.61020178,0.175997,0.0,27.2689724,0.4579668,6.35017967,0.62357008,0.11039111,-0.00953427,0.12175138,0.18969949,3.69875145,0.35227743,3.33089709,3.00854778,0.0
10009,2021,0.61633462,0.16862066,0.0,27.33620262,0.45449078,6.18425846,0.6079976,0.12300961,0.00288689,0.12495229,0.19597085,3.71555114,0.35289934,3.44850183,2.9711566,0.0
10009,2022,0.62832117,0.16458979,0.0,27.41858864,0.45279217,5.95998526,0.62432432,0.13234738,0.00012585,0.12717555,0.19914788,3.74879456,0.34728992,3.3693552,2.932693,0.0
10009,2023,0.63582903,0.16935755,0.0,27.46842766,0.4589403,5.8759017,0.65981609,0.12955789,-0.01192637,0.12749179,0.19802563,3.75428534,0.33742711,3.26237822,2.91057062,0.0
10010,2011,0.58265525,0.15905143,1.0,27.32279587,0.49052858,7.17500734,0.64936638,0.07982744,0.05942864,0.13012145,0.21982674,3.55177712,0.37371245,3.08625054,2.99133086,0.0
10010,2012,0.5887,0.150162,1.0,27.35214996,0.48772481,7.11237812,0.6507256,0.07387676,0.05871087,0.12805711,0.20883766,3.53318214,0.37668997,3.12001109,3.05238843,0.0
10010,2013,0.58666885,0.14033823,1.0,27.33106995,0.48702061,6.92691517,0.64768815,0.06909899,0.06026014,0.12348752,0.19951944,3.51841593,0.38117886,3.24246335,3.13618279,0.0
10010,2014,0.57823747,0.13908596,1.0,27.2944622,0.48449522,6.75707197,0.63371366,0.0747242,0.05452169,0.1184289,0.19874607,3.53174782,0.38273484,3.34067321,3.11987662,0.0
10010,2015,0.56967986,0.14416915,1.0,27.24774551,0.48120618,6.66493177,0.63568681,0.08472415,0.0400805,0.11051565,0.19897386,3.55565333,0.3806192,3.33708882,3.04358983,0.0
10010,2016,0.56325352,0.15280198,1.0,27.23279762,0.48156285,6.65428686,0.65729558,0.09197797,0.01514233,0.10535969,0.19888473,3.57648969,0.37353709,3.1802628,3.01951003,0.0
10010,2017,0.56075835,0.15917724,1.0,27.20493698,0.48398006,6.66536427,0.6720978,0.09237438,-0.02013033,0.10239909,0.19423105,3.58317709,0.36373004,2.99105716,3.04578233,0.0
10010,2018,0.56435645,0.16095398,1.0,27.16402435,0.48630843,6.7403326,0.67442954,0.0866983,-0.03560171,0.10570864,0.19025905,3.57079434,0.3574464,2.92050624,3.09373093,0.0
10010,2019,0.56906801,0.16079806,1.0,27.12559128,0.48611373,6.99964142,0.65190309,0.08422936,-0.02044003,0.1091414,0.19236231,3.54132724,0.36100352,3.03748035,3.15245438,0.0
10010,2020,0.57366705,0.15716326,0.0,27.12415504,0.48310083,6.99799585,0.61978877,0.09057741,0.00321397,0.11102777,0.19630004,3.53984571,0.36522332,3.26612639,3.14804792,0.0
